"question","answer","explanation"
"question","answer","explanation"
"Quelle est la définition de l’hyperkaliémie ?","Excès de concentration de potassium dans le sang avec une kaliémie > 5 mmol/l.","L’hyperkaliémie de constitution brutale peut rapidement mettre en jeu le pronostic vital."
"Quels sont les trois principaux types de signes cliniques de l’hyperkaliémie ?","Signes cardiaques (ECG), signes neuromusculaires et signes métaboliques (acidose métabolique).","Les signes cardiaques sont les plus importants car ils conditionnent le pronostic vital."
"Quel est le signe électrique le plus constant et le plus précoce de l’hyperkaliémie ?","Onde T ample, pointue et symétrique sur toutes les dérivations.","Ce signe précède la disparition de l’onde P, l’élargissement des QRS puis les troubles du rythme ventriculaire."
"Quels sont les trois mécanismes étiologiques principaux d’une hyperkaliémie ?","Excès d’apport, transfert extracellulaire et réduction de l’excrétion rénale.","La réduction de l’excrétion (insuffisance rénale, hypoaldostéronisme) est la cause la plus fréquente en pratique."
"Citez les principales situations responsables d’un transfert extracellulaire de potassium (hyperkaliémie).","Acidose métabolique, catabolisme cellulaire accru (rhabdomyolyse, lyse tumorale, brûlures, hémolyse), certains médicaments (β-bloquants non sélectifs, digitaliques, IEC/ARA2, AINS, ciclosporine, héparine).","Ces situations libèrent le potassium intracellulaire vers le compartiment extracellulaire."
"Quel est le traitement d’urgence d’une hyperkaliémie sévère (> 7 mmol/l) pour lutter contre la toxicité cardiaque directe ?","Gluconate ou chlorure de calcium 10 % en IV (1 ampoule de 10 ml en 2-3 minutes), sous surveillance ECG.","Le calcium stabilise immédiatement les membranes cardiaques sans faire baisser la kaliémie."
"Quels sont les moyens permettant de transférer le potassium vers le compartiment intracellulaire ?","Insuline + soluté glucosé, salbutamol en nébulisation (si pas de contre-indication coronaire) et alcalinisation par bicarbonate.","Ces traitements agissent en 15 à 60 minutes et sont utilisés en attendant l’élimination définitive du potassium."
"Quels sont les moyens d’élimination de la surcharge potassique ?","Diurétiques de l’anse, résines échangeuses d’ions (Kayexalate ou Resikali) et épuration extrarénale (hémodialyse).","L’hémodialyse est le moyen le plus efficace en cas d’hyperkaliémie menaçante ou d’insuffisance rénale."
"Quelle est la définition de l’hypokaliémie ?","Concentration plasmatique de potassium < 3,5 mmol/l.","Elle expose à des complications myocardiques, neuromusculaires, métaboliques et rénales."
"Quel est le signe électrique pathognomonique de l’hypokaliémie ?","Torsade de pointe.","Les autres signes ECG sont : dépression du ST, inversion de T, onde U, allongement de QT/QU et élargissement des QRS."
"Comment distinguer une hypokaliémie d’origine rénale d’une hypokaliémie d’origine extrarénale ?","Par la mesure de la kaliurèse : > 25 mmol/l = cause rénale ; < 15 mmol/l = cause extrarénale (digestive ou carentielle).","Les reins retiennent le potassium en cas de déficit d’origine extrarénale."
"Quelles sont les principales causes d’hypokaliémie d’origine rénale avec HTA ?","Hyperaldostéronisme secondaire (rénine élevée : HTA maligne, rénovasculaire, réninome) et hyperaldostéronisme primaire (rénine basse : adénome de Conn, hyperplasie bilatérale).","La distinction se fait sur le dosage de la rénine plasmatique."
"Quelles sont les principales causes d’hypokaliémie d’origine rénale sans HTA ?","Prise de diurétiques (notamment de l’anse), hypomagnésémie et anomalies génétiques (syndromes de Gitelman et de Bartter).","Les diurétiques sont de loin la cause iatrogène la plus fréquente."
"Quel est le traitement d’une hypokaliémie sévère ou compliquée (signes ECG) ?","Chlorure de potassium dilué par voie veineuse, avec un débit ne dépassant pas 1,5 g/h, sous surveillance répétée de la kaliémie et du rythme cardiaque.","La voie orale est réservée aux formes modérées sans retentissement cardiaque."
"Quels sont les trois mécanismes de stimulation de la sécrétion distale de potassium ?","Apport élevé de potassium / hyperkaliémie, hyperaldostéronémie et alcalose (ou augmentation du débit urinaire tubulaire).","Ces facteurs activent la pompe Na-K et favorisent la sécrétion de K+ au niveau du tube contourné distal et du tube collecteur."
