"question","answer","explanation"
"Quelle est la définition du reflux vésico-urétéral ?","Remontée à contre-courant des urines vésicales vers les voies excrétrices supérieures (uretère, bassinet, calices, voire parenchyme rénal).","Il peut être primitif (sans obstacle sous-vésical) ou secondaire à un obstacle."
"Quelles sont les deux populations principales touchées par le RVU ?","Nourrissons de sexe masculin (souvent graves, hauts grades, < 1 an) et petites filles (souvent bénins, bas grades, associés à des troubles mictionnels, après 5 ans).","Le profil évolutif et la gravité diffèrent selon l’âge et le sexe."
"Pourquoi toute infection urinaire de l’enfant doit-elle être explorée ?","Parce que la probabilité de découvrir un RVU est élevée (70 % avant 1 an, 25-30 % à 4 ans) et que l’infection aggrave les lésions rénales.","L’infection urinaire est la circonstance de découverte la plus fréquente."
"Quels sont les grades du reflux vésico-urétéral selon la cystographie rétrograde ?","Grade I : reflux limité à l’uretère. Grade II : reflux atteignant les cavités pyélocalicielles sans dilatation. Grade III : dilatation modérée. Grade IV : dilatation importante. Grade V : uretère sinueux.","La cystographie rétrograde est l’examen de référence pour diagnostiquer et grader le RVU."
"Quel est l’intérêt de la scintigraphie au DMSA dans le RVU ?","Elle permet de détecter les cicatrices rénales et d’évaluer la valeur fonctionnelle relative de chaque rein (une valeur absolue < 50 % traduit un rein très altéré).","C’est un examen fonctionnel essentiel pour le suivi et les indications thérapeutiques."
"Quelles sont les hypothèses pathogéniques du RVU primitif ?","Anomalie de la jonction urétéro-vésicale (uretère trop large, trajet sous-muqueux trop court, anomalie des fibres musculaires du trigone) ou anomalies fonctionnelles du trigone (dyssynergie vésico-sphinctérienne, vessie neurologique ou immature).","Ces anomalies expliquent la défaillance du mécanisme anti-reflux."
"Qu’est-ce que la néphropathie du reflux ?","Ensemble des lésions parenchymateuses (pyélonéphrite chronique acquise + dysplasie congénitale) aboutissant à un petit rein atrophique et pouvant évoluer vers l’insuffisance rénale.","L’infection joue un rôle aggravant majeur."
"Quels sont les buts et moyens du traitement médical du RVU ?","But : éviter les infections urinaires hautes. Moyens : antibiothérapie de l’épisode aigu + antibioprophylaxie (1/4 de dose) et traitement de la vessie immature (anticholinergiques type Ditropan).","Le traitement médical est souvent tenté en première intention dans les bas grades."
"Quels sont les principes du traitement chirurgical du RVU ?","Allonger le trajet sous-muqueux de l’uretère. Techniques principales : réimplantation selon Cohen ou injection endoscopique sous-méatique (Deflux).","Le traitement chirurgical donne environ 95 % de bons résultats."
"Quand doit-on traiter un obstacle sous-vésical par rapport au reflux ?","Il faut toujours traiter l’obstacle (valves de l’urètre postérieur, sténose urétrale, vessie neurologique…) avant de traiter le reflux secondaire.","Le reflux secondaire ne se corrige durablement qu’après levée de l’obstacle."
