"question","answer","explanation"
"Quelle est l’épidémiologie du cancer du testicule ?","Cancer rare (1 % des cancers de l’homme), incidence 3/100 000, pathologie de l’homme jeune (15-35 ans), 95 % d’origine germinale.","Il est plus rare chez la race noire."
"Quels sont les deux grands types histologiques de tumeurs germinales du testicule ?","Séminomes (40 %, radiosensibles, homme un peu plus âgé) et tumeurs non séminomateuses (60 % : tératome, tumeur du sac vitellin, carcinome embryonnaire, choriocarcinome).","Les non-séminomateuses touchent surtout l’homme < 35 ans."
"Quels sont les principaux facteurs de risque de cancer du testicule ?","Cryptorchidie / ectopie testiculaire, atrophie testiculaire (post-orchite ou post-traumatique), dysgénésie testiculaire (Klinefelter), infertilité et exposition aux rayons X.","Le traitement de l’ectopie facilite la surveillance mais ne supprime pas le risque."
"Quel est le signe clinique le plus fréquent de cancer du testicule ?","Tuméfaction testiculaire dure, indolore ou peu douloureuse, découverte par le patient ou lors d’un examen.","Toute masse testiculaire dure est un cancer jusqu’à preuve du contraire."
"Quels marqueurs tumoraux sont dosés devant une suspicion de cancer du testicule ?","AFP (α-fœtoprotéine), β-HCG, ACE et LDH.","Ils ont un intérêt diagnostique, pronostique et de suivi."
"Quelle est la première étape diagnostique et thérapeutique du cancer du testicule ?","Orchidectomie par voie inguinale (avec section haute du cordon) + examen anatomopathologique.","On ne parle de cancer du testicule qu’après analyse de la pièce."
"Pourquoi la conservation du sperme est-elle médico-légale avant traitement ?","Parce que l’orchidectomie, la chimiothérapie et la radiothérapie altèrent la spermatogenèse et diminuent le capital de spermatozoïdes d’environ 50 %.","Deux prélèvements sont recommandés (avant orchidectomie et avant traitement complémentaire)."
"Quel est le bilan d’extension de première intention d’un cancer du testicule ?","Scanner thoraco-abdomino-pelvien (recherche d’adénopathies rétropéritonéales et de métastases pulmonaires).","La radiographie pulmonaire peut montrer des images en « lâcher de ballons »."
"Quel est le traitement complémentaire habituel d’un séminome après orchidectomie ?","Radiothérapie adjuvante (les séminomes sont radiosensibles) et/ou chimiothérapie selon le stade.","Les tumeurs non séminomateuses relèvent plutôt de la chimiothérapie."
"Quels sont les principaux diagnostics différentiels d’une masse testiculaire ?","Orchite (tuberculeuse, granulomateuse), orchi-épididymite chronique, hématocèle, torsion négligée et tumeurs para-testiculaires.","En cas de doute persistant, l’exploration chirurgicale (et l’ablation si nécessaire) s’impose."
