"question","answer","explanation"
"Quelle est la définition de la néphropathie diabétique ?","Néphropathie principalement glomérulaire, non proliférative, s’intégrant dans le cadre des complications micro-angiopathiques du diabète.","Elle fait partie des complications microvasculaires du diabète."
"Quel est le délai moyen entre le diagnostic du diabète de type 1 et l’insuffisance rénale chronique terminale ?","Environ 25 ans.","Le passage de la microalbuminurie à l’IRCT prend 10 à 15 ans."
"Pourquoi l’IRCT survient-elle plus tôt (en moyenne 10 ans) dans le diabète de type 2 ?","Parce que le diabète de type 2 est souvent découvert avec retard, après une longue période d’évolution silencieuse.","Le patient arrive donc plus tard dans l’histoire naturelle de la maladie."
"Quels sont les principaux facteurs de risque de néphropathie diabétique ?","Mauvais contrôle glycémique, tabagisme, et facteurs génétiques (allèle D de l’ACE associé à un risque plus élevé).","Le tabac accélère clairement la dégradation de la fonction rénale."
"Quel est le mécanisme initial de la néphropathie diabétique ?","Hyperfiltration glomérulaire liée à l’augmentation de la pression artérielle systémique et aux modifications de la microcirculation intrarénale (vasodilatation de l’artériole afférente).","Cette hyperfiltration précède l’apparition de l’albuminurie."
"Quelle est la classification de Mogensen de la néphropathie diabétique (5 stades) ?","Stade 1 : hypertrophie rénale et hyperfiltration ; Stade 2 : phase latente (lésions histologiques minimes sans traduction clinique) ; Stade 3 : néphropathie débutante (microalbuminurie ± HTA) ; Stade 4 : néphropathie patente (protéinurie > 300 mg/24 h, HTA, IRC) ; Stade 5 : insuffisance rénale préterminale ou terminale.","Cette classification anatomo-fonctionnelle reste la référence."
"À partir de combien d’années d’évolution du diabète apparaît typiquement le stade 3 (microalbuminurie) ?","Après au minimum 5 ans d’évolution.","C’est le premier stade cliniquement détectable."
"Quelle est la définition de la microalbuminurie ?","Excrétion urinaire d’albumine entre 30 et 300 mg/24 h (ou 20-200 mg/l).","Au-delà de 300 mg/24 h on parle de protéinurie (macroalbuminurie)."
"Quels sont les objectifs de néphroprotection dans la néphropathie diabétique ?","Normaliser la glycémie (HbA1c < 7 %), obtenir une PA < 130/80 mmHg et ramener la microalbuminurie sous le seuil physiologique (< 30 mg/24 h).","Ces trois objectifs sont indissociables."
"Quel traitement médicamenteux doit être institué dès le stade de microalbuminurie, même en l’absence d’hypertension ?","IEC ou ARA2.","Ils réduisent l’hyperpression intraglomérulaire en plus de leur effet antihypertenseur."
"Quelles mesures associées sont indispensables dans la prise en charge de la néphropathie diabétique ?","Arrêt du tabac, traitement de la dyslipidémie, traitement des infections urinaires, levée d’un éventuel obstacle et correction de l’obésité.","Ces mesures potentialisent l’effet des IEC/ARA2."
"Quelle lésion histologique est caractéristique de la néphropathie diabétique avancée ?","Les lésions nodulaires de Kimmelstiel-Wilson (expansion mésangiale nodulaire).","Elles sont pathognomoniques au stade avancé."
