"question","answer","explanation"
"Quels sont les objectifs pédagogiques de la fièvre aiguë de l’enfant ?","Définir la fièvre aiguë, énumérer les signes de mauvaise tolérance, citer les complications et décrire le traitement symptomatique.","Ces points permettent de distinguer les fièvres bénignes des situations graves."
"Comment définit-on une fièvre aiguë chez l’enfant ?","Température centrale ≥ 38 °C évoluant depuis moins de 5 jours, en l’absence d’effort physique intense, chez un enfant normalement couvert et dans une température ambiante tempérée.","C’est le motif de consultation le plus fréquent en pédiatrie."
"Quels sont les signes de mauvaise tolérance d’une fièvre ?","Pâleur ou cyanose, altération de la conscience (agitation ou somnolence), cri plaintif, marbrures, extrémités froides, TRC > 3 s, tachycardie, polypnée, purpura fébrile ecchymotique ou rapidement extensif.","Ces signes imposent une hospitalisation."
"Quelles sont les complications de la fièvre ?","Hyperthermie majeure (≥ 41 °C), convulsions et déshydratation aiguë.","Elles justifient un traitement antipyrétique précoce."
"Quels enfants hospitalise-t-on systématiquement pour fièvre aiguë ?","Âge < 6 semaines (ou < 3 mois selon les protocoles), signes de mauvaise tolérance, purpura, troubles hémodynamiques ou de conscience, neutropénie fébrile, terrains à risque (drépanocytose, immunodépression, syndrome néphrotique…).","Le nourrisson de moins de 6 semaines bénéficie d’un bilan complet et d’une antibiothérapie probabiliste."
"Quel bilan réalise-t-on chez un nourrisson de moins de 6 semaines fébrile ?","NFS, PCT ou CRP, hémoculture, ECBU, PL systématique, radiographie thoracique, puis antibiothérapie probabiliste.","Le risque de bactériémie et d’infection invasive est élevé à cet âge."
"Quel est le traitement symptomatique de la fièvre ?","Mesures physiques (déshabiller, boissons abondantes, environnement frais) + paracétamol 15 mg/kg/prise toutes les 4-6 h (max 60 mg/kg/24 h).","Le paracétamol en monothérapie est le traitement de référence ; l’alternance avec les AINS est proscrite."
"Quels antipyrétiques sont rarement utilisés et dans quelles conditions ?","Acide acétylsalicylique et ibuprofène. Les AINS sont contre-indiqués en cas de suspicion de varicelle.","Le paracétamol reste le premier choix."
"Quelles sont les principales étiologies infectieuses selon l’âge ?","1-3 mois : virale, méningite, pneumonie, pyélonéphrite. 3 mois-3 ans : virale, paludisme, méningite, ORL, respiratoire, pyélonéphrite.","Les causes virales ORL sont les plus fréquentes."
"Quel est le message clé de conclusion ?","La fièvre aiguë est le motif le plus fréquent de consultation ; la cause virale ORL domine, mais il faut toujours rechercher les signes de mauvaise tolérance et les terrains à risque.","Une réévaluation à 24-48 h est souvent nécessaire."
