"question","answer","explanation"
"Quelle est la définition de la sténose de l’artère rénale ?","Néphropathie vasculaire chronique responsable d’une hypertension artérielle rénovasculaire.","Elle comporte deux grandes étiologies : athérome et dysplasie fibromusculaire."
"Quelles sont les deux principales étiologies de la sténose de l’artère rénale ?","Athérome (sujet âgé, facteurs de risque cardio-vasculaires) et dysplasie fibromusculaire (sujet jeune, souvent femme).","L’athérome est de loin la plus fréquente."
"Quel est le mécanisme physiopathologique de l’HTA rénovasculaire (3 phases) ?","Phase 1 : hypoperfusion → sécrétion de rénine → activation du SRAA (HTA rénine-dépendante) ; Phase 2 : rétention hydrosodée avec diminution secondaire de la rénine ; Phase 3 : installation de lésions de néphropathie ischémique rendant l’HTA indépendante du SRAA.","À la phase 3, la revascularisation peut ne plus normaliser la tension."
"Dans quelles situations cliniques doit-on rechercher une sténose de l’artère rénale ?","HTA avant 30 ans ou après 55 ans, échappement thérapeutique, HTA résistante ou maligne, dégradation de la fonction rénale après introduction d’un IEC ou d’un ARA2, et OAP flash sans insuffisance ventriculaire gauche chronique.","Ces situations constituent les indications de l’écho-Doppler rénal."
"Quel signe clinique à l’auscultation peut orienter vers une sténose de l’artère rénale ?","Souffle systolique ou systolo-diastolique péri-ombilical ou dans l’angle costo-vertébral.","Il n’est présent que dans une minorité de cas."
"Quel signe biologique est évocateur d’une activation du SRAA au cours d’une sténose de l’artère rénale ?","Hypokaliémie.","Elle résulte de l’hyperaldostéronisme secondaire."
"Quel signe échographique oriente vers une sténose de l’artère rénale ?","Asymétrie de taille des reins > 15 mm.","Le rein d’aval de la sténose est plus petit."
"Quels sont les signes Doppler d’une sténose significative de l’artère rénale ?","Accélération du flux (élévation de la vitesse systolique maximale) et index de résistance élevé (témoin de néphropathie ischémique en aval).","Le Doppler est l’examen de dépistage de première intention."
"Quels examens d’imagerie confirment et précisent la sténose de l’artère rénale ?","Angio-TDM (attention au produit de contraste iodé), angio-IRM et artériographie (gold standard, permet un geste thérapeutique).","L’artériographie permet l’angioplastie ± stent dans le même temps."
"Quel est le principe du traitement interventionnel de la sténose de l’artère rénale ?","Angioplastie transluminale avec ou sans pose de stent afin de lever l’obstacle et de préserver le capital néphronique.","Le bénéfice est maximal avant l’installation de lésions irréversibles de néphropathie ischémique."
