"question","answer","explanation"
"Quels sont les objectifs pédagogiques de l’asthme de l’enfant ?","Diagnostiquer une crise d’asthme et évaluer sa gravité, traiter une crise d’asthme, décrire les principes de prise en charge de la maladie asthmatique.","Ces objectifs séparent clairement la gestion de la crise et celle de la maladie chronique."
"Comment définit-on l’asthme préscolaire ?","Tout épisode dyspnéique avec râles sibilants survenu au moins 3 fois depuis la naissance, quel que soit l’âge de début, la cause déclenchante ou l’existence d’une atopie, avec des périodes asymptomatiques.","Cette définition large permet de ne pas méconnaître l’asthme du jeune enfant."
"Quels sont les trois piliers physiopathologiques de l’asthme ?","Inflammation chronique des voies aériennes, hyperréactivité bronchique et remodelage bronchique.","Ces trois mécanismes expliquent l’obstruction variable et l’évolution chronique."
"Quels sont les principaux facteurs déclenchants d’une crise d’asthme chez l’enfant ?","Infections virales (surtout), allergènes, tabagisme passif, stress, effort, changements climatiques.","Les infections virales sont le facteur le plus fréquent chez le jeune enfant."
"Comment évalue-t-on la sévérité d’une crise d’asthme selon le score PRAM ?","Score 0-3 : légère ; 4-7 : modérée ; 8-12 : sévère. Paramètres : SpO2, tirage sus-sternal, contraction des scalènes, murmures vésiculaires, sibilances.","Le score PRAM est l’outil validé pour l’enfant d’âge préscolaire."
"Quel est le traitement de première intention d’une crise d’asthme modérée ?","Salbutamol inhalé (aérosol-doseur + chambre ou nébulisation) répété toutes les 20 min pendant 1 h, + corticoïdes oraux 1-2 mg/kg/j (max 40 mg) pendant 3-5 jours, + oxygène si besoin.","Les β2-mimétiques de courte durée d’action restent le traitement de fond de la crise."
"Quelles sont les doses de salbutamol en nébulisation selon le poids ?","< 15 kg : 2,5 mg ; > 15 kg : 5 mg (ou 150 µg/kg) toutes les 20 min pendant 1 h puis réévaluation.","Ces posologies standardisées permettent une prise en charge rapide et homogène."
"Comment classifie-t-on la sévérité de la maladie asthmatique (évaluation initiale) ?","Intermittent, persistant léger, persistant modéré, persistant sévère selon la fréquence des symptômes diurnes/nocturnes, les exacerbations, le VEMS/DEP et la variabilité.","Le stade le plus sévère de n’importe quel item détermine la classification."
"Quels sont les objectifs du traitement de fond de la maladie asthmatique ?","Obtenir un bon contrôle des symptômes, permettre une activité normale, réduire les exacerbations et les effets secondaires des corticoïdes oraux, préserver le capital pulmonaire.","Le contrôle et la préservation de la fonction pulmonaire sont prioritaires."
"Quand peut-on envisager l’arrêt du traitement de fond ?","Après un suivi minimal de 2 ans + 1 année asymptomatique + EFR normale, avec surveillance tous les 3-6 mois et reprise immédiate dès réapparition des symptômes.","L’arrêt prématuré expose à des exacerbations et à une perte de capital pulmonaire."
