"question","answer","explanation"
"Quels sont les objectifs pédagogiques de la bronchite aiguë de l’enfant ?","Poser le diagnostic d’une bronchite, discuter les diagnostics étiologiques et traiter une bronchite.","Ces objectifs couvrent le diagnostic clinique, les causes et la prise en charge."
"Comment définit-on la bronchite aiguë ?","Infection aiguë des bronches, le plus souvent virale, s’intégrant dans les infections respiratoires basses.","Elle se distingue de la bronchiolite et de la pneumopathie."
"Décrire les deux phases cliniques de la bronchite aiguë.","Phase d’invasion : rhinite/rhinopharyngite ± fièvre modérée, toux sèche. Phase d’état : toux grasse avec expectorations muqueuses ou muco-purulentes, râles ronflants (ronchi) à l’auscultation.","Le diagnostic est purement clinique ; aucun examen n’est nécessaire en forme typique."
"Quand demande-t-on une radiographie thoracique devant une bronchite ?","Fièvre élevée et durable > 5 jours ou polypnée faisant craindre une pneumonie.","Sinon la radiographie est inutile."
"Quelles sont les principales étiologies de la bronchite aiguë ?","Virales dans la grande majorité des cas : VRS, virus influenzae, adénovirus.","L’origine bactérienne pure est rare."
"Quel est le traitement de principe d’une bronchite aiguë non compliquée ?","Respecter la toux, pas d’antitussifs ni de mucolytiques (contre-indiqués), antipyrétique si besoin (paracétamol), désobstruction rhinopharyngée, pas d’antibiotiques systématiques.","Le traitement est symptomatique."
"Quand prescrit-on des antibiotiques et lesquels ?","Uniquement en cas de surinfection bactérienne (fièvre > 38,5 °C > 3 jours + signes alvéolaires). Amoxicilline 80-100 mg/kg/j ou amoxicilline-acide clavulanique selon le germe suspecté (pneumocoque ou Haemophilus).","Durée habituelle 5 jours."
"Quels sont les critères diagnostiques de la bronchite bactérienne persistante ?","Âge < 6 ans, encombrement chronique ou toux productive > 4 semaines, absence de signes d’autre cause, réponse habituellement favorable à une antibiothérapie orale de 2 à 4 semaines.","C’est une entité distincte de la bronchite aiguë."
"Quelles sont les étiologies possibles d’une bronchite chronique / BPCO de l’enfant ?","Génétiques, acquises (infections virales récurrentes, dilatation des bronches, bronchiolite oblitérante) ou liées au développement pulmonaire (bronchodysplasie, cardiopathie, malformations).","Elle diffère de la BPCO de l’adulte."
"Quels sont les messages clés de conclusion concernant la bronchite de l’enfant ?","Diagnostic clinique (toux + ronchi), origine virale le plus souvent, rechercher une pathologie sous-jacente en cas de récidives, place de la kinésithérapie à discuter.","Ces points synthétisent la conduite pratique."
