"question","answer","explanation"
"Quels sont les objectifs pédagogiques de l’alimentation néonatale ?","Décrire la physiologie digestive du nouveau-né, citer les besoins nutritionnels essentiels et décrire la conduite de l’alimentation entérale du nouveau-né à terme et du prématuré.","Ces trois objectifs guident l’ensemble des connaissances à maîtriser pour ce chapitre."
"Quelles sont les particularités de la motricité intestinale et de la succion-déglutition selon l’âge gestationnel ?","Action propulsive de jeûne très désordonnée avant 31 SA et harmonieuse après 34 SA ; motricité postprandiale détectable dès 31 SA ; succion-déglutition mature à 34-36 SA.","Ces données déterminent le mode d’alimentation (gavage vs tétée) chez le prématuré."
"Comparer les besoins nutritionnels en eau, énergie et protéines entre le prématuré et le nouveau-né à terme.","Eau : 150-200 ml/kg/j (prématuré) vs 120-150 ml/kg/j (terme). Énergie : 110-130 kcal/kg/j vs 100-120 kcal/kg/j. Protéines : 3-4,5 g/kg/j vs 2,5-3 g/kg/j.","Les besoins sont plus élevés chez le prématuré, surtout en protéines, pour viser une croissance analogue à celle du fœtus."
"Quel est l’aliment idéal pour le nouveau-né à terme et quelles supplémentations sont obligatoires ?","Lait maternel à volonté (8 à 12 tétées/j). Supplémentation en vitamine D 1000-1200 UI/j et vitamine K (2 mg à la naissance, à J4 et à 1 mois).","Le lait maternel reste l’aliment de référence ; les vitamines D et K sont systématiquement ajoutées."
"Quelle est la conduite de l’alimentation entérale du nouveau-né à terme en cas d’utilisation de lait 1er âge ?","Commencer par 15-20 ml × 8/j, augmenter de 15-20 ml/kg/j jusqu’à 5-8 jours, adapter selon l’appétit. Supplémentation vitamine D réduite à 800 UI/j + vitamine K.","Il ne faut jamais retarder l’alimentation et continuer à stimuler l’allaitement maternel même en cas de montée laiteuse tardive."
"Quels sont les objectifs de croissance pondérale pour le nouveau-né à terme et pour le prématuré ?","Nouveau-né à terme : gain de 20-30 g/j. Prématuré : gain de 10-20 g/j. Perte de poids minimale < 10 % à J3-J5 et reprise du poids de naissance entre J8-J10.","Ces objectifs permettent d’ajuster quotidiennement les apports caloriques."
"Comment débute-t-on l’alimentation entérale chez le prématuré selon le poids de naissance ?","PN < 1200 g : 2 ml × 8 pendant 3 jours. 1200-1500 g : 3 ml × 8 pendant 3-5 jours. > 1500 g : 5 ml × 8. Augmentation selon la tolérance (résidu < 50 %, absence de ballonnement).","On commence toujours par une quantité minimale trophique pour éviter l’atrophie villositaire."
"Quelles sont les supplémentations spécifiques chez le prématuré nourri au lait maternel ?","Enrichissement par ADDFMS si PN < 1800 g, vitamine K 1 mg, vitamine D 1500-1600 UI/j, fer 2-3 mg/kg/j pendant 6-12 mois.","Ces apports compensent les besoins accrus du prématuré et l’immaturité digestive."
"Pourquoi ne faut-il pas confondre perfusion de SGH 10 % + électrolytes avec une alimentation parentérale ?","La perfusion de SGH 10 % + électrolytes n’apporte pas les protides, lipides et oligo-éléments nécessaires ; seule la nutrition parentérale complète (voie centrale) constitue une alimentation parentérale.","Cette distinction est essentielle en grande et très grande prématurité."
"Quels sont les risques d’un retard d’apport entéral chez le prématuré ?","Atrophie villositaire, diminution de l’activité motrice et enzymatique, réduction des capacités d’absorption et de digestion.","L’apport entéral précoce, même minimal, est indispensable pour préserver la fonction digestive."
