"question","answer","explanation"
"Quels sont les objectifs pédagogiques de la réanimation en salle de naissance ?","Identifier un nouveau-né nécessitant une réanimation, énumérer les séquences de la réanimation et éviter les gestes à ne pas faire.","90 % des accouchements à risque sont prévisibles → anticipation."
"Quels signes dès les premières secondes indiquent qu’une réanimation est nécessaire ?","Mouvements respiratoires absents ou inefficaces, cyanose ou SpO₂ < 85 %, fréquence cardiaque < 100/min.","L’évaluation initiale guide immédiatement les gestes."
"Que comprend la « minute d’or » (étapes 1 + 2) ?","Étape 1 (30 s) : sécher, stimuler, libérer les voies aériennes (position neutre + aspiration). Étape 2 : ventilation à pression positive si respiration absente ou FC < 100/min.","Ces gestes doivent être efficaces dans la première minute."
"Quelles sont les contre-indications de la ventilation au masque ?","Suspicion d’inhalation méconiale, hernie diaphragmatique, pneumothorax.","Dans ces situations l’intubation ou l’exsufflation sont prioritaires."
"Quand démarre-t-on le massage cardiaque externe ?","Si la fréquence cardiaque reste < 60-80/min malgré une ventilation efficace. Point de compression : 1/3 inférieur du sternum.","Le MCE n’est utile qu’après échec de la réanimation respiratoire."
"Quelle est la posologie de l’adrénaline et les voies d’administration ?","50 µg/kg par voie ombilicale (renouvelable 2 fois) ou 10 µg/kg IV (renouvelable 3 fois). Évaluation toutes les 30 s.","La durée totale de réanimation ne doit pas dépasser 20 minutes."
"Quels matériels doivent être vérifiés avant chaque accouchement à risque ?","Table chauffante à 36 °C, aspiration (–100 à –150 cmH₂O), sonde n°10, ballon + masque, O₂, adrénaline diluée, naloxone, saturomètre, sondes d’intubation 2,5 et 3.","L’anticipation et la vérification du matériel sont essentielles."
"Quels gestes spécifiques en cas d’inhalation méconiale ou d’état de mort apparente ?","Inhalation méconiale : aspiration d’abord, pas de ventilation en pression positive d’emblée. État de mort apparente : aspiration + ventilation + MCE.","L’ordre des gestes change selon le contexte."
"Quelle est la durée maximale de réanimation et la notion éthique associée ?","≤ 20 minutes. Au-delà, la poursuite doit être discutée sur des bases éthiques.","L’équipe doit être entraînée et respecter les règles d’asepsie."
"Quel est le message clé de conclusion ?","Anticipation + minute d’or ; priorité à la réanimation respiratoire ; équipe entraînée ; arrêt après 20 min si échec ; respect de l’éthique.","La collaboration obstétricien-pédiatre et la préparation du matériel sauvent des vies."
