"question","answer","explanation"
"Quelle est la définition de la lithiase urinaire ?","Présence de concrétions (calculs) dans les voies excrétrices urinaires.","Incidence 2-3 % de la population, sex-ratio 3 hommes / 1 femme, pic entre 30 et 50 ans."
"Quelles sont les trois phases de la lithogenèse ?","Nucléation (formation d’un noyau par sursaturation), agrégation des noyaux, puis croissance du calcul par stratification.","La sursaturation des urines en sels cristallissables est le point de départ."
"Quels sont les principaux facteurs favorisant la lithogenèse ?","Augmentation de la concentration urinaire des substances lithogènes (baisse de diurèse, hyperproduction ou hyperapport), stase urinaire (malformations, obstacles) et infection à germes uréasiques.","Les germes uréasiques (Proteus, Klebsiella…) alcalinisent les urines et favorisent les calculs de struvite."
"Quels sont les principaux types de calculs urinaires ?","Calculs calciques (oxalate ou phosphate de calcium), calculs d’acide urique, calculs de struvite (phospho-ammoniaco-magnésiens) et calculs de cystine.","Les calculs calciques sont les plus fréquents."
"Quels sont les caractères cliniques de la colique néphrétique ?","Douleur lombaire unilatérale, brutale, intense, paroxystique, irradiant vers les organes génitaux et la face interne de cuisse, avec agitation, nausées/vomissements, sans position antalgique.","Elle correspond à la mise en tension de la voie excrétrice en amont d’un obstacle."
"Quels examens permettent le diagnostic positif d’un calcul urinaire ?","Bandelette urinaire (hématurie fréquente), radiographie de l’abdomen sans préparation, échographie et surtout scanner abdomino-pelvien sans injection (examen de référence).","Le scanner détecte presque tous les calculs, même radiotransparents."
"Quel est le traitement symptomatique de la colique néphrétique ?","Antalgiques (AINS en première intention si pas de contre-indication, ± niveau 2 ou 3), antispasmodiques et hyperhydratation une fois la douleur contrôlée.","Les AINS réduisent la filtration glomérulaire et la pression en amont de l’obstacle."
"Quelles sont les indications d’un traitement urologique interventionnel d’un calcul ?","Calcul > 6 mm, échec du traitement médical, douleur rebelle, infection associée, anurie (rein unique) ou rein unique fonctionnel.","Les options sont la LEC, l’urétéroscopie, la NLPC ou la chirurgie à ciel ouvert."
"Quels sont les principes du traitement préventif des récidives lithiasiques ?","Augmentation de la diurèse (> 2 L/j), adaptation du régime alimentaire selon le type de calcul, correction des anomalies métaboliques et traitement des infections à germes uréasiques.","La simple hyperhydratation réduit déjà fortement le risque de récidive."
"Quelle est la différence entre lithiase d’organe et lithiase d’organisme ?","Lithiase d’organe = cause urologique locale (souvent unilatérale). Lithiase d’organisme = cause métabolique générale (bilatérale ou récidivante).","Cette distinction guide le bilan étiologique."
