"question","answer","explanation"
"Quelle est la définition du syndrome de jonction pyélo-urétérale ?","C’est un obstacle habituellement fonctionnel au niveau de la jonction pyélo-urétérale responsable d’une dilatation pyélo-calicielle (souvent appelée à tort hydronéphrose).","C’est la cause la plus fréquente des dilatations pyélo-calicielles de l’enfant."
"Quelles sont les trois principales causes du syndrome de jonction pyélo-urétérale ?","1. Sténose congénitale de la jonction ; 2. Absence de propagation du péristaltisme (achalasie) ; 3. Compression extrinsèque par un vaisseau polaire inférieur.","Ces trois mécanismes expliquent l’obstacle au drainage de l’urine du bassinet vers l’uretère."
"Quel est le signe fonctionnel le plus fréquemment évoqué chez un enfant de 8-10 ans présentant un syndrome de jonction pyélo-urétérale ?","Douleurs abdominales (liées à la distension des voies urinaires).","Chez le grand enfant, la douleur est le mode de révélation le plus classique, parfois associée à une hématurie."
"Que montre l’échographie dans le syndrome de jonction pyélo-urétérale ?","Dilatation des calices et du bassinet, amincissement du parenchyme rénal et absence de visualisation de l’uretère.","L’échographie est l’examen de première intention, souvent déjà réalisée en anténatal."
"Quels sont les quatre stades de la classification de Cendron et Valayer à l’UIV ?","Stade I : dilatation limitée au bassinet ; Stade II : dilatation pyélo-calicielle sans retard de sécrétion ; Stade III : calices en boules, dilatation majeure avec retard de sécrétion ; Stade IV : rein muet.","Cette classification permet d’apprécier la gravité de l’atteinte et guide les indications thérapeutiques."
"Quel est l’intérêt de la scintigraphie au DMSA dans le syndrome de jonction pyélo-urétérale ?","Elle donne la valeur absolue de la fonction rénale relative (pourcentage de rein encore fonctionnel).","Elle est essentielle pour décider d’une pyéloplastie ou d’une néphrectomie si la fonction est très altérée (< 5 %)."
"Quel est l’intérêt de la scintigraphie Mag3-Lasilix ?","Elle permet d’objectiver le caractère obstructif de la dilatation (persistance de l’obstacle après injection de Lasilix).","Elle différencie une simple dilatation non obstructive d’un vrai syndrome de jonction pyélo-urétérale."
"Quels sont les buts et les moyens du traitement du syndrome de jonction pyélo-urétérale ?","But : préserver la fonction rénale. Moyens : surveillance + éventuelle antibioprophylaxie ; chirurgie = pyéloplastie (réduction du bassinet + anastomose pyélo-urétérale) ou néphrectomie si fonction < 5 %.","La pyéloplastie est le traitement de référence dès qu’il existe un obstacle franc persistant."
"Quelles sont les indications de la chirurgie dans le syndrome de jonction pyélo-urétérale ?","Obstacle franc persistant, pyélonéphrites aiguës sous traitement antiseptique, et douleurs lombaires.","L’indication n’est pas systématique ; elle dépend de la persistance de l’obstacle et des complications."
"Quelles sont les principales complications évolutives à long terme d’un syndrome de jonction pyélo-urétérale non traité ?","Dégradation progressive de la fonction rénale (surtout sur rein unique), pyélonéphrites aiguës, douleurs lombaires et lithiases.","Un retard diagnostique ou thérapeutique expose à la destruction irréversible du parenchyme rénal."
