"question","answer","explanation"
"Quelles sont les trois tumeurs abdominales les plus fréquentes de l’enfant ?","Neuroblastome, néphroblastome (tumeur de Wilms) et lymphome (ce dernier n’étant pas chirurgical).","La démarche diagnostique est identique pour les tumeurs solides : échographie, TDM, marqueurs tumoraux, et éventuellement ponction-biopsie à l’aiguille fine."
"Quelle est la particularité du neuroblastome concernant les métastases ?","Près de 60 % des neuroblastomes sont métastatiques au moment du diagnostic.","Cela conditionne le pronostic et la stratégie thérapeutique."
"Quels sont les signes révélateurs du neuroblastome ?","Masse abdominale dure, irrégulière, fixe ; plus rarement compression médullaire (tumeur en sablier), métastases (douleurs osseuses, métastases orbitaires, hépatomégalie), diarrhée motrice ou syndrome opsomyoclonique.","La masse abdominale est le mode de révélation le plus habituel."
"Quels marqueurs biologiques sont caractéristiques du neuroblastome ?","Élévation des catécholamines urinaires (VMA, HVA, dopamine) dans 95 % des cas, ainsi que ferritine, NSE et LDH.","L’imagerie associée aux marqueurs permet le diagnostic dans l’immense majorité des cas."
"Quels sont les signes cliniques typiques du néphroblastome ?","Augmentation rapide du volume de l’abdomen avec découverte d’une tumeur ferme, lisse, indolore, plus ou moins mobile. Rarement hématurie, anémie ou rupture tumorale.","La découverte est presque toujours fortuite devant une masse abdominale."
"Pourquoi peut-on débuter le traitement d’un néphroblastome sans confirmation histologique immédiate ?","Parce que l’imagerie (échographie + TDM) associée à la négativité des marqueurs du neuroblastome (VMA-HVA-dopamine) est suffisamment évocatrice, et que la chimiothérapie préopératoire réduit le risque de rupture.","La confirmation histologique se fait sur la pièce opératoire."
"Quels sont les stades de la classification SIOP du néphroblastome ?","Stade I : tumeur limitée au rein, non rompue, exérèse complète. Stade II : extension hors du rein mais résection totale. Stade III : exérèse incomplète sans métastase hématogène. Stade IV : métastases hématogènes. Stade V : forme bilatérale.","Cette classification guide le protocole de chimiothérapie et de radiothérapie."
"Quels sont les principes du traitement du néphroblastome ?","Chimiothérapie de réduction tumorale puis néphrectomie totale élargie (incision transversale transpéritonéale), suivie d’une chimiothérapie post-opératoire ± radiothérapie selon le stade.","La chirurgie conservatrice est réservée aux formes bilatérales."
"Quel est le pronostic du néphroblastome selon le stade ?","Survie d’environ 93 % pour les stades I et de 58 % pour les stades IV.","Le pronostic global des formes standards reste excellent (environ 90 % de guérison)."
"Quelle est la règle concernant la laparotomie exploratrice devant une tumeur abdominale de l’enfant ?","Il n’y a pas de place pour une laparotomie exploratrice. Le diagnostic repose sur l’imagerie, les marqueurs et éventuellement une ponction-biopsie à l’aiguille fine.","Toute chirurgie d’emblée sans bilan complet est proscrite."
