"question","answer","explanation"
"Quelle est la définition de la santé environnementale selon l’OMS ?","Aspects de la santé humaine (y compris qualité de vie) déterminés par les facteurs physiques, chimiques, biologiques, sociaux, psychosociaux et esthétiques de l’environnement, ainsi que les politiques de gestion et de prévention de ces facteurs.","Elle concerne les générations actuelles et futures."
"Quelles sont les trois natures de pollution de l’eau ?","Microbienne (bactéries, virus, parasites), chimique (minéraux, organiques) et physique (thermique, radioactive).","La pollution microbienne est liée au péril fécal."
"Quelles sont les origines anthropiques de la pollution de l’eau ?","Domestiques (urines, selles, eaux usées), industrielles (métaux lourds, hydrocarbures, phtalates) et agricoles.","Les origines naturelles existent aussi (roches, eaux souterraines)."
"Quels sont les principaux effets sur la santé de la pollution de l’eau ?","Maladies liées au péril fécal, intoxications aiguës (méthylmercure, méthémoglobinémie par nitrates) ou chroniques (fluorose, saturnisme), maladies vectorielles et pathologies liées aux micropolluants.","Les maladies diarrhéiques restent la 2e cause de consultation au CSB."
"Quelle est la définition de l’eau potable ?","Toute eau pouvant être consommée sans dégoût et sans danger.","Elle se distingue de l’eau pure (aucun microbe ni substance) et de l’eau stérile (aucun germe vivant)."
"Quels sont les cinq groupes de paramètres de qualité de l’eau potable ?","Organoleptiques (couleur, saveur, odeur), physico-chimiques (T°, pH 6,5-9,5, TH…), microbiologiques (coliformes, streptocoques fécaux absents dans 100 ml), substances toxiques (As, Cd, Cr, Hg, Pb) et substances indésirables (NO2, NO3, Cu, Zn…).","Le pH idéal est autour de 6,8."
"Quelles sont les distances minimales recommandées pour les latrines et les puits ?","Distance fosse-nappe phréatique ≥ 3 m ; distance latrines-puits ≥ 30 m.","On construit d’abord le puits puis on mesure la distance."
"Quels sont les moments critiques pour le lavage des mains ?","Après être sorti des latrines, avant de préparer le repas et avant de manger.","C’est un pilier de la lutte contre le péril fécal."
"Comment désinfecte-t-on l’eau de boisson avec de l’eau de Javel à 12° ?","2 gouttes/litre si l’eau est claire, 3 gouttes/litre si elle est trouble ; agiter et laisser reposer 30 minutes.","1° chlorométrique = 3,15 g de chlore actif / litre."
"Comment prépare-t-on une solution mère d’hypochlorite de calcium (HTH 70 %) à 1 % ?","15 g (1 cuillère à soupe) d’HTH + eau q.s.p. 1 litre ; conserver à l’abri de la lumière. Dose : 3 gouttes de solution mère par litre d’eau de boisson.","Autres méthodes : ébullition, filtration, UV, osmose inverse."
