"question","answer","explanation"
"Comment définit-on une infection urinaire ?","Présence de bactéries et de cellules inflammatoires dans l’urine (bactériurie + leucocyturie pathologique), témoignant d’une infection de l’appareil urinaire et non seulement de l’urine.","On distingue les IU simples et les IU compliquées."
"Quelle est la différence entre infection urinaire simple et compliquée ?","IU simple = organe creux (cystite banale) chez une femme sans facteur de risque. IU compliquée = atteinte parenchymateuse (rein, prostate, testicule) ou survenue sur un terrain particulier (diabète, grossesse, immunodépression, uropathie…).","Chez l’homme, toute IU est considérée comme compliquée."
"Quelle est l’épidémiologie des infections urinaires selon le sexe ?","50 fois plus fréquentes chez la femme ; 30-50 % des femmes en font au moins une dans leur vie. Chez l’homme, elles deviennent fréquentes après 50 ans (obstacles cervico-prostatiques).","Les IU nosocomiales représentent 40 % des infections nosocomiales."
"Quelle est la voie d’infection la plus fréquente ?","Voie ascendante (rétrograde).","Elle est favorisée par la brièveté de l’urètre féminin, la proximité anus-méat, les rapports sexuels et la baisse de diurèse."
"Quels sont les principaux moyens de défense de l’appareil urinaire contre l’infection ?","Urothélium anti-adhésif, flux urinaire et mictions fréquentes, longueur de l’urètre, péristaltisme, pH acide et résistance individuelle.","Toute rupture de ces barrières favorise l’infection."
"Quels sont les facteurs de virulence bactérienne importants dans les IU ?","Adhérence (pili, fimbriae), production d’hémolysines et résistance aux antibiotiques.","E. coli est le germe le plus fréquent."
"Quels sont les principaux facteurs favorisants anatomiques des IU ?","Proximité anus-méat, obstacles (calcul, sténose, HBP), reflux, malformatives et corps étrangers (sonde).","La stase urinaire est un facteur majeur."
"Quelles sont les complications précoces possibles d’une infection urinaire ?","Prostatite aiguë, pyélonéphrite, choc septique, insuffisance rénale aiguë et nécrose tubulaire.","Elles font toute la gravité des IU compliquées."
"Quelles sont les complications tardives des infections urinaires ?","Récidives, pyélonéphrite chronique (néphropathie interstitielle) et prostatite chronique.","Les récidives > 4/an imposent la recherche d’une cause organique."
"Quels sont les principes du traitement antibiotique des IU ?","Débuté après prélèvement d’ECBU (sans attendre le résultat en cas de gravité), durée adaptée (minute pour cystite simple, 7-10 jours classique, 3-4 semaines si compliquée).","Le choix de l’antibiotique est secondairement adapté à l’antibiogramme."
"Quelles mesures hygiéno-diététiques sont toujours recommandées dans les IU ?","Diurèse > 1,5 L/j, mictions régulières et post-coïtales, hygiène périnéale d’avant en arrière, régularisation du transit et traitement d’une infection génitale associée.","Chez la femme ménopausée, les œstrogènes locaux peuvent être utiles."
