"question","answer","explanation"
"Quelle est la définition de la cryptorchidie ?","C'est un défaut de migration testiculaire par lequel le testicule n'a pas accompli le chemin normal prévu jusqu'à la bourse.","Le terme signifie littéralement « testicule caché » et correspond à un arrêt sur le trajet normal de migration."
"Quelle est la définition de l'ectopie testiculaire ?","C'est une position anormale du testicule en dehors de son trajet normal de migration.","L'ectopie correspond donc à une déviation du trajet normal, contrairement à la cryptorchidie qui correspond à un défaut d'accomplissement de ce trajet."
"Quelles sont les principales situations cliniques possibles devant une anomalie de migration testiculaire ?","Testicule oscillant, testicule rétractile, testicule en position aberrante, absence unilatérale de testicule et anomalie bilatérale.","Ces situations doivent être distinguées car leur signification clinique et leur prise en charge diffèrent."
"Comment reconnaître cliniquement un testicule oscillant ?","Il est le plus souvent en position inguinale, peut être facilement descendu dans la bourse et y reste tant que le muscle crémaster n'est pas stimulé.","Il ne s'agit pas d'une ectopie : la gonade est normale et la position scrotale définitive peut être acquise à la puberté lorsque le poids du testicule l'emporte sur le tonus crémastérien."
"Comment reconnaître cliniquement un testicule rétractile ?","Il est en position inguinale, peut être descendu dans la bourse par traction, puis remonte en position inguinale dès l'arrêt de la traction.","Le cours indique une indication opératoire absolue avec abaissement et orchidopexie."
"Qu'est-ce qu'un testicule en position aberrante ou une vraie ectopie testiculaire ?","C'est une gonade retrouvée en dehors de son trajet normal, notamment à la racine de la cuisse, au périnée ou à la racine de la verge.","La recherche clinique doit donc dépasser le trajet inguinal habituel."
"Que peut signifier l'absence unilatérale d'un testicule à la palpation ?","Il peut s'agir d'une monorchidie par agénésie testiculaire ou d'un testicule caché en situation intra-abdominale.","Un testicule controlatéral hypertrophique oriente plutôt vers une monorchidie par hypertrophie compensatrice."
"Quels sont les deux diagnostics à évoquer devant une absence bilatérale de testicules ?","Une anorchidie ou une ectopie bilatérale en position abdominale.","La distinction repose notamment sur le test de stimulation par les gonadostimulines."
"Quelles conséquences d'une anomalie de migration testiculaire non traitée sont importantes à connaître ?","Une hypofertilité ou une stérilité et un risque de dégénérescence tumorale.","Ces conséquences sont explicitement marquées QE dans le cours et constituent également un thème des annales."
"Comment l'anomalie de migration testiculaire peut-elle altérer la fertilité ?","Elle entraîne des anomalies touchant les spermatogonies, les tubes séminifères et les cellules de Leydig, pouvant conduire à une hypofertilité ou une stérilité.","Le cours précise que la dégradation débute vers l'âge de 2 ans."
"À quel âge débute la dégradation testiculaire liée à l'anomalie de migration ?","Elle débute vers l'âge de 2 ans.","Cette notion justifie l'objectif d'obtenir un testicule en place précocement."
"Quel est le risque tumoral d'une anomalie de migration testiculaire non traitée ?","Il existe un risque de dégénérescence tumorale, la tumeur apparaissant le plus souvent vers 25 à 30 ans selon le cours.","Ce risque explique notamment la réalisation de biopsies chez les sujets opérés tardivement et l'exérèse des gonades mal descendues hypotrophiques après la puberté."
"Quel examen biologique permet de rechercher la présence de tissu gonadique en cas de cryptorchidie bilatérale ?","Un test de stimulation par les gonadostimulines avec dosage de la testostérone.","Une augmentation de la testostérone après stimulation indique la présence de testicules cachés."
