"question","answer","explanation"
"Quelle est la définition de la hernie hiatale ?","Ascension anormale d’une partie de l’estomac dans le thorax à travers l’hiatus œsophagien, par glissement ou par roulement.","Cette ascension entraîne une défaillance du système anti-reflux et un reflux gastro-œsophagien pathologique."
"Quels sont les éléments anatomiques du système anti-reflux gastro-œsophagien ?","Les ligaments phréno-œsophagiens et phréniques qui fixent la jonction œso-cardio-tubérositaire et maintiennent l’angle de His, ainsi que la portion intra-abdominale de l’œsophage soumise à la pression abdominale.","Ces structures anatomiques empêchent normalement l’estomac de monter à travers le diaphragme."
"Quels sont les éléments fonctionnels du système anti-reflux ?","Le sphincter inférieur de l’œsophage (ouverture synchronisée avec la déglutition), le diaphragme qui renforce le tonus du bas œsophage à l’inspiration, et le péristaltisme œsophagien.","La défaillance de ces mécanismes fonctionnels favorise le reflux acide vers l’œsophage."
"Quels sont les signes digestifs du reflux gastro-œsophagien pathologique chez le nourrisson ?","Rejets alimentaires post-prandiaux tardifs (à distinguer du rot physiologique), parfois sanglants (responsable d’anémie), et retard pondéral lié à l’anorexie par irritation douloureuse de l’œsophage.","Les rejets tardifs et l’altération de la courbe de poids doivent alerter."
"Quels sont les signes neurologiques pouvant être liés à un reflux gastro-œsophagien sévère ?","Irritabilité, troubles du sommeil, attitude en torticolis, malaises graves avec pâleur ou cyanose, bradycardie réflexe ou apnée, et risque de mort subite du nourrisson.","Ces manifestations sont liées à des réflexes vagaux déclenchés par le reflux."
"Quels sont les signes respiratoires du reflux gastro-œsophagien ?","Bronchites à répétition et bronchopathies asthmatiformes. Chez l’enfant plus grand : infections ORL récidivantes, toux nocturne toute l’année et maladies respiratoires chroniques.","Le reflux peut être responsable de fausses routes et d’irritation des voies aériennes."
"Quels examens paracliniques sont utiles dans le bilan d’une hernie hiatale / RGO ?","Fibroscopie digestive haute (confirme l’œsophagite et précise la position du cardia), radiographie avec opacification (indispensable avant chirurgie), et échographie (visualise le reflux et mesure le segment œsophagien intra-abdominal).","La fibroscopie et le transit œso-gastro-duodénal sont les examens clés."
"Quels sont les principes du traitement médical du reflux gastro-œsophagien ?","Épaississement des biberons, position proclive (surélévation de 20-30°), prokinétiques et inhibiteurs de la sécrétion acide (anti-H2).","Le traitement médical est toujours essayé en première intention."
"Quels sont les objectifs du traitement chirurgical de la hernie hiatale ?","Abaisser l’œsophage pour créer un segment intra-abdominal, rapprocher les piliers diaphragmatiques si l’hiatus est large, reconstituer l’angle de His, fixer l’œsophage en position sous-diaphragmatique et créer une valve anti-reflux.","La chirurgie vise à restaurer anatomiquement et fonctionnellement le système anti-reflux."
"Pourquoi la radiographie avec opacification est-elle indispensable avant une décision chirurgicale ?","Parce qu’elle étudie le cardia, la longueur de l’œsophage abdominal, le pylore et le cadre duodénal, et confirme la présence d’une hernie hiatale avec poche médiastinale.","Elle est également utile pour la surveillance post-opératoire."
