"question","answer","explanation"
"Quelle est la particularité des tumeurs de l’ovaire chez l’enfant ?","Elles sont relativement fréquentes, kystiques ou solides, et bénignes dans 80 à 90 % des cas.","Le risque principal est la torsion de l’ovaire ou l’hémorragie intra-tumorale."
"Quels sont les signes d’un kyste ovarien non compliqué ?","Douleur chronique pelvienne ou abdominale, irrégularités menstruelles, troubles urinaires par compression, sans signes digestifs ni infectieux.","La masse palpable est rare et non spécifique."
"Que montre l’échographie dans un kyste ovarien simple ?","Image latéro-utérine transsonore à paroi fine et régulière, avec absence de visualisation de l’ovaire homolatéral.","L’échographie est systématique devant toute douleur pelvienne de la petite fille ou de l’adolescente."
"Quand demande-t-on un TDM ou une IRM devant une image ovarienne ?","Si l’image n’est pas purement kystique, si la morphologie est douteuse, si la masse est très volumineuse ou s’il existe un doute sur une pathologie non ovarienne.","Ces examens précisent la nature de la lésion et éliminent les diagnostics différentiels."
"Quels marqueurs tumoraux dose-t-on devant une tumeur de l’ovaire ?","AFP, β-HCG, LDH et CA 125, ainsi que FSH et LH.","Ils aident à orienter vers une tumeur germinale ou une autre origine."
"Quels sont les signes d’un kyste ovarien compliqué (torsion, hémorragie ou rupture) ?","Douleur abdominale aiguë pelvienne latéralisée avec pesanteur, nausées, vomissements et fièvre d’apparition tardive.","L’échographie montre alors un sédiment intra-kystique et une augmentation de l’échogénicité."
"Quelle est la conduite à tenir devant un kyste ovarien simple chez la petite fille ?","Rassurer les parents et contrôler l’échographie à 15 jours (90 % de disparition spontanée). Opérer seulement en cas de persistance à 6 mois, de volume initial très important ou de doute sur la malignité.","La majorité des kystes du nourrisson et de la petite fille régressent spontanément."
"Quelle est la conduite à tenir devant un kyste ovarien à l’adolescence ?","Indication opératoire plus large en raison du risque de malignité et de torsion : opérer si persistance après 2 cycles ou si le kyste est volumineux.","Le risque de tumeur maligne est plus élevé à cet âge."
"Quels sont les principes de la chirurgie des kystes ovariens ?","Kystectomie simple (sauf doute sur la malignité), ovariectomie uniquement si le parenchyme sain est totalement laminé, et voie cœlioscopique préférée pour les kystes simples de volume raisonnable.","Le traitement doit être le plus conservateur possible."
"Quels sont les diagnostics différentiels principaux d’une masse pelvienne chez la fille ?","Anomalies congénitales avec rétention menstruelle (imperforation hyménéale, atrésie vaginale…), grossesse extra-utérine, infections et tumeurs solides (bénignes ou malignes).","L’imagerie et les marqueurs aident à les différencier."
