"question","answer","explanation"
"Quels sont les objectifs pédagogiques du retard de croissance ?","Citer 4 méthodes d’évaluation de la croissance, poser le diagnostic positif et citer 5 causes endocriniennes.","Le diagnostic précoce permet de traiter des pathologies sévères et d’optimiser la taille finale."
"Comment définit-on un retard de croissance ?","Taille < –2 DS ou IMC < 3ᵉ percentile, et/ou ralentissement de la vitesse de croissance, et/ou croissance ≤ –1,5 DS par rapport à la taille cible génétique.","L’analyse de la courbe est essentielle (carnet de santé)."
"Quelles sont les 4 méthodes d’évaluation de la croissance ?","Courbes de croissance (poids, taille, PC), taille cible génétique, âge osseux (Greulich et Pyle) et IMC.","La concordance âge chronologique = âge statural = âge osseux définit une croissance normale."
"Comment calcule-t-on la taille cible génétique ?","(Taille père + taille mère)/2 + 6,5 cm chez le garçon ; – 6,5 cm chez la fille.","Elle sert de référence pour juger si le retard est pathologique."
"Quelles sont les principales causes d’un retard pondéral isolé ou antérieur au retard statural ?","Maladies chroniques : digestives (APLV, maladie cœliaque, mucoviscidose), rénales, cardio-pulmonaires, hématologiques, nutritionnelles (marasme, kwashiorkor), carence affective.","L’orientation est d’abord gastro-entérologique et nutritionnelle."
"Citez 5 causes endocriniennes de retard de croissance.","Hypothyroïdie (congénitale ou acquise), hypercorticisme, craniopharyngiome, déficit en hormone de croissance, retard simple de puberté.","Le déficit en GH et le syndrome de Turner sont des indications classiques d’hormone de croissance."
"Quels sont les signes évocateurs d’un syndrome de Turner ?","Retard de croissance à début intra-utérin, aspect trapu, cou court, implantation basse des cheveux/oreilles, thorax large, lymphœdème des extrémités, absence de poussée pubertaire. Confirmation par caryotype.","Il faut le rechercher systématiquement chez toute fille avec retard statural."
"Quels examens paracliniques de première intention demandez-vous ?","NFS, VS/CRP, ionogramme, urée/créatinine, ferritine, TSH/T4, IGF-1, cortisol, caryotype (fille), radiographie de la main gauche pour âge osseux.","Ils orientent vers une cause inflammatoire, rénale, carentielle ou endocrinienne."
"Quelles sont les indications du traitement par hormone de croissance ?","Déficit en GH, syndrome de Turner, retard statural secondaire à un RCIU sans rattrapage.","Le traitement de la cause reste prioritaire."
"Quel est le message clé de conclusion ?","L’analyse des courbes de croissance (carnet de santé) est essentielle : une cassure staturale oriente vers l’endocrinologie, une cassure pondérale vers la gastro-entérologie/nutrition.","Le diagnostic précoce améliore le pronostic de taille et le bien-être de l’enfant."
