"question","answer","explanation"
"Quels sont les principaux domaines d’adaptation à la vie extra-utérine que doit accomplir le nouveau-né ?","Cardio-respiratoire, digestive, métabolique et thermorégulation.","Ces quatre axes constituent les objectifs pédagogiques centraux du chapitre et correspondent aux grandes fonctions qui passent d’un mode fœtal dépendant du placenta à un mode semi-autonome."
"Décrire les principales modifications respiratoires qui se produisent à la naissance.","Établissement de mouvements respiratoires réguliers sous contrôle des centres bulbaires, évacuation du liquide pulmonaire (arrêt de sécrétion, réabsorption active de Na, essorage thoracique), sécrétion de surfactant et ouverture des alvéoles (1er cri).","Ces mécanismes permettent le passage d’une respiration liquide à une respiration aérienne et déterminent la capacité résiduelle fonctionnelle."
"Quels sont les trois shunts de la circulation fœtale et que deviennent-ils à la naissance ?","Ductus venosus (canal d’Arantius), foramen ovale (trou de Botal) et canal artériel. Ils se ferment respectivement de façon passive (1-3 semaines), par augmentation de la pression gauche et par action des inhibiteurs des prostaglandines (quelques heures à quelques jours).","La fermeture de ces shunts, associée à la chute des résistances pulmonaires et à l’augmentation de la pression systémique, transforme la circulation fœtale en circulation néonatale."
"Quels sont les quatre mécanismes de pertes thermiques chez le nouveau-né ?","Conduction, convection, radiation et évaporation.","Ces mécanismes expliquent la vulnérabilité thermique du nouveau-né, particulièrement marquée chez le prématuré en raison du rapport surface/poids élevé et de l’immaturité cutanée."
"Quelle est la zone de neutralité thermique et quelles en sont les valeurs cibles selon le type d’incubateur ?","Environnement thermique qui autorise la plus faible dépense énergétique. Température abdominale 36-37 °C en incubateur fermé et 36,5-37,5 °C en incubateur ouvert.","Maintenir cette zone limite les pertes énergétiques et prévient l’hypothermie."
"Quels sont les principaux facteurs de risque d’hypoglycémie néonatale liés à l’adaptation métabolique ?","Insuffisance des réserves (prématurité, RCIU), augmentation de la demande énergétique (hypothermie, infection, détresse respiratoire, polyglobulie) et hyperinsulinisme (mère diabétique, stress périnatal).","Ces situations créent un déséquilibre entre production/consommation de glucose et exposent au risque d’hypoglycémie."
"Quel est le rôle des catécholamines dans l’adaptation à la vie extra-utérine ?","Elles augmentent dès le début du travail : élévation de la pression systémique et de la contractilité du VG, réabsorption du liquide alvéolaire, effets sur la circulation pulmonaire et sur l’adaptation métabolique.","L’orage hormonal néonatal (catécholamines ×3-10, glucagon ×3-5, diminution de l’insuline) est un moteur essentiel de la transition."
"Comment évalue-t-on cliniquement la qualité de l’adaptation cardio-respiratoire à la naissance ?","Par le score d’Apgar, réalisé à 1 minute, 5 minutes et éventuellement 10 minutes. Un score < 7 à la 5e minute témoigne d’une asphyxie périnatale.","Le score d’Apgar reste l’outil de référence pour objectiver les troubles de l’adaptation."
"Quelles sont les particularités de la digestion des lipides et des glucides chez le nouveau-né, notamment le prématuré ?","Lipides : lipase pancréatique quasi nulle, recours aux lipases linguale et gastrique (TCM de lait maternel). Glucides : activité lactasique très diminuée (≈30 % chez le prématuré).","Ces immaturités expliquent les adaptations alimentaires nécessaires (lait maternel, fractionnement, gavage chez le grand prématuré)."
"À partir de quel âge gestationnel la succion-déglutition devient-elle mature et permet-elle la tétée ?","34-36 semaines d’aménorrhée.","Avant cet âge, la motricité digestive et la coordination succion-déglutition sont insuffisantes, justifiant souvent le gavage."
