"question","answer","explanation"
"Quels sont les objectifs pédagogiques concernant les cancers de l’enfant ?","Expliquer les particularités des cancers de l’enfant sur les plans épidémiologique, diagnostique et thérapeutique.","Ces trois axes structurent l’approche pédiatrique spécifique."
"Quelles sont les particularités épidémiologiques des cancers de l’enfant ?","Ils représentent 1 % de tous les cancers, incidence 13/100 000 enfants/an. Répartition : leucémies 40 %, tumeurs cérébrales 20 %, neuroblastomes 9 %, néphroblastomes 8 %, rétinoblastomes 3 %. Avant 5 ans dominent les leucémies et tumeurs embryonnaires.","Le pronostic est globalement plus favorable que chez l’adulte (curabilité ≈ 80 % en Europe)."
"Quels sont les trois signes cliniques d’alerte principaux des cancers de l’enfant ?","Douleur, syndrome compressif (amyotrophie, déficit neurologique…) et palpation d’une tumeur par les parents ou le médecin.","Ces trois signes doivent faire évoquer le diagnostic."
"Quels sont les trois examens complémentaires clés dans le bilan d’un cancer de l’enfant ?","Marqueurs tumoraux (catécholamines urinaires pour neuroblastome, AFP pour tumeurs germinales), imagerie (échographie, TDM/IRM, scintigraphie) et histologie (diagnostic de certitude).","L’histologie reste indispensable."
"Quels sont les trois axes thérapeutiques spécifiques des cancers pédiatriques ?","Chimiothérapie néo-adjuvante (réduction tumorale, éradication des métastases, évaluation de la chimiosensibilité), chirurgie d’exérèse + anatomopathologie, puis traitement adjuvant (chimio ± radiothérapie).","La chimiothérapie est particulièrement privilégiée car les tumeurs embryonnaires y sont très sensibles."
"Quels sont les trois niveaux de prise en charge avant le traitement proprement dit ?","Réunion de Concertation Pluridisciplinaire (RCP), annonce du diagnostic (parents + enfant) avec soutien psychologique, et obtention de l’accord parental aux soins.","Ces étapes sont obligatoires."
"Quels sont les signes cliniques de la leucémie aiguë de l’enfant ?","Syndrome d’insuffisance médullaire (hémorragique, anémique, infectieux) + syndrome tumoral (douleurs osseuses, hépatosplénomégalie, adénopathies).","Le diagnostic de certitude repose sur le myélogramme."
"Quels sont les signes cliniques et paracliniques du néphroblastome (tumeur de Wilms) ?","Masse abdominale à croissance rapide chez un enfant en bon état général, contact lombaire positif. Échographie/TDM : tumeur rénale sans calcification. Pas de marqueur tumoral spécifique.","C’est la tumeur maligne rénale la plus fréquente de l’enfant."
"Quels sont les signes cliniques et paracliniques du neuroblastome ?","AEG, douleur, métastases osseuses fréquentes (50 % au diagnostic). Échographie : tumeur surrénalienne avec calcifications. Marqueurs : élévation des catécholamines urinaires (HVA et VMA).","C’est la tumeur solide la plus fréquente de l’enfant."
"Quels sont les trois bases du traitement symptomatique dans les cancers de l’enfant ?","Lutte contre la douleur, prise en charge psychologique et sociale (perruque, scolarisation, associations) et prise en charge économique (collaboration GFAOP).","Ces aspects sont indissociables du traitement curatif."
