"question","answer","explanation"
"Quelle est la définition de la sclérodermie systémique ?","Connectivite caractérisée par une anomalie de la microcirculation, une auto-immunité et une fibrose tissulaire.","Elle touche préférentiellement la femme entre 30 et 50 ans."
"Quelle est la fréquence de l’atteinte rénale au cours de la sclérodermie systémique ?","20 à 60 % des patients.","L’atteinte rénale multiplie la mortalité par 3,5."
"Quel est le mécanisme physiopathologique principal de l’atteinte vasculaire dans la sclérodermie ?","Dysfonction endothéliale, épaississement des parois vasculaires, déficit d’angiogenèse et de vasculogenèse entraînant une raréfaction capillaire.","Ces anomalies précèdent la fibrose."
"Quels auto-anticorps sont caractéristiques de la sclérodermie systémique ?","AAN, anticorps anti-topoisomérase I (anti-Scl-70) et anticorps anti-ARN polymérase III.","Les anti-ARN polymérase III sont particulièrement associés à la crise rénale."
"Quels sont les signes cutanés et périphériques typiques de la sclérodermie ?","Phénomène de Raynaud, sclérodactylie, ulcères digitaux, télangiectasies, limitation de l’ouverture buccale et lèvres fines.","Le phénomène de Raynaud est presque constant."
"Quelles sont les atteintes viscérales extra-rénales fréquentes de la sclérodermie ?","Hypertension artérielle pulmonaire, pneumopathie interstitielle/fibrose pulmonaire, dysfonction cardiaque, dysphagie et ectasie vasculaire antrale.","L’atteinte pulmonaire conditionne largement le pronostic."
"Quel est le tableau de l’atteinte rénale chronique de la sclérodermie ?","Insuffisance rénale lentement progressive par fibrose péri-artérielle, hypertension artérielle (90 % des cas) et protéinurie modérée.","Elle contraste avec la crise rénale sclérodermique."
"Qu’est-ce que la crise rénale sclérodermique ?","Hypertension artérielle maligne associée à une insuffisance rénale rapidement progressive oligo-anurique.","C’est une urgence vitale."
"Quels sont les facteurs prédictifs d’une crise rénale sclérodermique ?","Atteinte cutanée diffuse, évolution de la maladie depuis 1 à 5 ans, atteinte cardiaque récente, anémie récente, anticorps anti-ARN polymérase III et corticothérapie > 15 mg/j dans les 3 mois précédents.","Ces facteurs permettent d’identifier les patients à haut risque."
"Quel est le traitement de première intention de la crise rénale sclérodermique ?","Inhibiteurs de l’enzyme de conversion avec un objectif tensionnel strict (< 120/80 mmHg) à atteindre dans les 3 premiers jours.","Les IEC ont transformé le pronostic de cette complication."
