"question","answer","explanation"
"Quelle est la définition de la torsion du cordon spermatique ?","Enroulement du cordon spermatique sur lui-même affectant les vaisseaux, les nerfs destinés au testicule et le canal déférent.","Au-delà de 6 heures, elle peut entraîner une destruction totale du tissu testiculaire par ischémie."
"Quelles sont les deux grandes périodes de survenue de la torsion testiculaire ?","Période néonatale et période de l’enfant/adolescent (surtout après 10-11 ans).","La torsion néonatale est souvent supra-vaginale et peut survenir in utero."
"Quels sont les signes cliniques de la torsion testiculaire chez l’enfant et l’adolescent ?","Douleur intense unilatérale empêchant la marche, irradiation inguinale, malade apyrétique, nausées/vomissements possibles, testicule surélevé et œdématié, épididyme souple, signe de Prehn absent, réflexe crémastérien aboli.","Toute douleur scrotale aiguë doit faire évoquer une torsion jusqu’à preuve du contraire."
"Quels sont les signes de la torsion néonatale (souvent in utero) ?","Testicule très dur, non douloureux, un peu ascensionné, bourse ± inflammatoire et souvent violacée. Le testicule est nécrosé dans 100 % des cas.","Le diagnostic est clinique ; le testicule est déjà nécrosé."
"Quel est l’intérêt et la limite de l’échographie Doppler couleur dans la torsion testiculaire ?","Elle peut visualiser la spire de torsion et l’absence de flux, mais elle comporte des faux négatifs et est opérateur-dépendante. En cas de doute, l’exploration chirurgicale s’impose.","L’imagerie ne doit jamais retarder la prise en charge chirurgicale."
"Quels sont les principaux diagnostics différentiels de la torsion testiculaire ?","Torsion d’hydatide pédiculée, épididymite aiguë, traumatisme scrotal et œdème aigu idiopathique du scrotum.","En cas de doute diagnostique, il faut opérer."
"Quels sont les signes permettant d’évoquer une torsion d’hydatide plutôt qu’une torsion du cordon ?","Scrotum non inflammatoire au début, petite tuméfaction bleutée sous la peau à la jonction épididymo-testiculaire, très sensible à la palpation.","La torsion d’hydatide est plus fréquente et de meilleur pronostic."
"Quelle est la conduite à tenir chirurgicale devant une torsion du cordon spermatique ?","Détorsion, réchauffement au sérum à 37 °C, injection de xylocaïne 1 % dans le pédicule, orchidopexie controlatérale systématique, puis décision sur le testicule tordu (orchidopexie si viable, orchidectomie si nécrose complète).","L’orchidopexie controlatérale est réalisée dans le même temps pour prévenir une torsion controlatérale."
"Pourquoi opère-t-on au moindre doute devant une bourse aiguë ?","Parce qu’ouvrir un scrotum inutilement pour une épididymite est une erreur sans conséquence, alors que laisser évoluer une torsion du cordon spermatique est une faute grave aboutissant à la perte du testicule.","C’est la règle d’or de la bourse aiguë de l’enfant."
"Dans quel délai la torsion du cordon spermatique entraîne-t-elle une destruction totale du testicule ?","Au-delà de 6 heures d’ischémie.","Plus le délai est court, meilleures sont les chances de sauvetage du testicule."
