"question","answer","explanation"
"Quelle est la définition de l’hypertrophie bénigne de la prostate (HBP) ?","Prolifération bénigne de la glande prostatique siégeant préférentiellement dans la zone de transition et la prostate péri-urétrale, responsable d’une obstruction cervico-urétrale.","Contrairement au cancer, l’adénome se développe au centre de la prostate."
"Quelle est l’évolution de la prévalence de l’HBP avec l’âge ?","8 % à 30 ans, 40 % à 50 ans et 80 % à 80 ans.","Tous les hommes qui vivent assez longtemps développent une HBP."
"Quels sont les deux facteurs nécessaires au développement de l’HBP ?","Testicules fonctionnels (androgènes) et âge suffisant.","L’HBP est une tumeur hormono-dépendante à la testostérone."
"Y a-t-il un lien de dégénérescence entre HBP et cancer de la prostate ?","Non. L’adénome ne dégénère jamais en cancer ; les deux maladies peuvent simplement coexister.","Le cancer se développe le plus souvent en zone périphérique."
"Quels sont les signes cliniques de l’HBP au toucher rectal ?","Prostate augmentée de volume, de consistance élastique ou fermement élastique, surface régulière, sillon médian effacé, limites nettes.","Ces caractères permettent de la distinguer du cancer (dure, pierreuse, irrégulière)."
"Quels sont les deux types de symptômes de l’HBP ?","Signes obstructifs (dysurie, jet faible, miction en plusieurs temps, gouttes retardataires, rétention) et signes irritatifs (pollakiurie, nycturie, impériosité, incontinence).","Les signes irritatifs sont souvent les plus gênants pour le patient."
"Quelles sont les principales complications mécaniques de l’HBP ?","Rétention aiguë d’urine, diverticules vésicaux, calculs vésicaux, hématurie, urétéro-hydronéphrose avec insuffisance rénale, hernie inguinale et prolapsus rectal/hémorroïdes.","La rétention aiguë est une urgence (« pisser ou mourir »)."
"Quelles sont les principales complications infectieuses de l’HBP ?","Prostatite, adénomite, orchite, infections urinaires ascendantes (cystite, pyélonéphrite) et septicémie.","L’infection peut transformer un adénome en urgence."
"Quels sont les trois grands moyens médicamenteux du traitement de l’HBP ?","Phytothérapie (Serenoa repens, Pygeum africanum), inhibiteurs de la 5α-réductase (finastéride, dutastéride) et α-bloquants (alfuzosine…).","Les α-bloquants agissent rapidement sur les symptômes, les 5ARI réduisent le volume prostatique."
"Quelles sont les deux grandes techniques chirurgicales de l’HBP ?","Résection transurétrale de prostate (TURP – voie endoscopique) et adénomectomie à ciel ouvert.","Le choix dépend du volume de l’adénome et de l’expérience du chirurgien."
"Pourquoi n’y a-t-il pas de parallélisme anatomo-clinique strict dans l’HBP ?","Un adénome volumineux peut se développer vers l’extérieur sans comprimer l’urètre et rester asymptomatique, tandis qu’un petit adénome bien centré peut être très obstructif.","Le volume seul ne dicte pas la gravité des symptômes."
