"question","answer","explanation"
"Quelle est la proportion des cancers primitifs du foie par rapport aux cancers secondaires ?","Les cancers primitifs représentent seulement 5 % des cancers du foie ; 95 % sont des métastases.","Les métastases proviennent surtout des cancers digestifs (50 %), du sein (25 %) et des testicules/bronches (20 %)."
"Quel est le type histologique principal du cancer primitif du foie ?","Carcinome hépato-cellulaire (hépatocarcinome) développé à partir des hépatocytes.","Il se présente sous forme nodulaire ou multi-nodulaire."
"Quels sont les principaux facteurs de risque du carcinome hépato-cellulaire ?","Cirrhose (toutes causes), alcoolisme (50-75 %), hépatites B et C (30 %), aflatoxines B1 et hémochromatose.","La cirrhose est le terrain le plus fréquent."
"Quelles sont les circonstances de découverte typiques d’un CHC ?","Découverte fortuite d’une lésion hépatique à l’échographie ou symptômes d’une tumeur déjà évoluée (douleur, AEG, décompensation de cirrhose).","Le diagnostic repose sur l’anamnèse, la clinique, la biologie et l’imagerie."
"Quels sont les signes cliniques d’un CHC ?","Douleur de l’hypochondre droit, hépatomégalie dure irrégulière douloureuse parfois avec souffle vasculaire, masse sous-costale droite ; au stade tardif : ascite, ictère, splénomégalie.","L’hépatomégalie dure et irrégulière est très évocatrice."
"Quel marqueur tumoral est le plus utile dans le CHC et à partir de quel taux est-il très spécifique ?","Alpha-fœtoprotéine (AFP). Un taux > 500 ng/ml est très spécifique d’un CHC.","L’AFP est élevée dans 60 à 95 % des CHC (normale < 20 ng/ml)."
"Quels examens d’imagerie sont utilisés pour le diagnostic de CHC ?","Échographie, scanner injecté, IRM avec injection de ferrites, échographie de contraste et artériographie au lipiodol.","L’IRM montre des nodules « vides de fer »."
"Quand réalise-t-on une ponction-biopsie hépatique dans le CHC ?","En cas de négativité des examens non invasifs ; elle apporte la certitude diagnostique dans 60 à 90 % des cas.","Elle est écho-guidée à l’aiguille fine."
"Quels sont les principaux diagnostics différentiels des tumeurs hépatiques ?","Adénome du foie (femme sous contraceptifs), hyperplasie nodulaire focale, angiome et kystes hépatiques.","L’arrêt des contraceptifs et la surveillance ou l’exérèse permettent de les distinguer."
"Quels sont les traitements médicaux possibles du CHC ?","Chimiolipoembolisation (lipiodol + cytotoxique), injection intra-tumorale d’éthanol (pour lésions < 5 cm accessibles) ; la chimiothérapie systémique et l’hormonothérapie sont décevantes.","La chimiolipoembolisation réduit le volume tumoral chez plus de 50 % des patients."
"Quelles conditions rendent un CHC sur cirrhose opérable ?","Petite taille, extension intra-hépatique limitée, absence de thrombose portale, absence de métastase et absence d’insuffisance hépato-cellulaire.","La transplantation hépatique reste une option à discuter en RCP."
"Quels sont les moyens de prévention primaire et secondaire du CHC ?","Primaire : vaccination VHB, identification des porteurs VHC, lutte contre l’alcoolisme. Secondaire : dépistage tous les 6 mois (AFP + échographie) chez les patients atteints d’hépatopathie chronique.","Le dépistage permet un diagnostic plus précoce."
