"question","answer","explanation"
"Quelle est la caractéristique principale des uropathies de l’enfant ?","Elles sont essentiellement malformatives (congénitales), concernent avant tout la voie excrétrice et sont volontiers obstructives, avec un risque de retentissement à long terme sur la fonction rénale.","Le dépistage anténatal et l’exploration au décours d’une infection urinaire sont les modes de découverte habituels."
"Quelle est la cause la plus fréquente des dilatations pyélo-calicielles de l’enfant ?","Le syndrome de jonction pyélo-urétérale (SJPU).","Il s’agit d’un obstacle habituellement fonctionnel (sténose, achalasie ou vaisseau polaire inférieur)."
"Quels sont les signes cliniques du SJPU chez l’enfant plus grand ?","Gros rein palpable, douleurs abdominales, hématurie, et plus rarement infection urinaire.","Chez le nourrisson, le diagnostic est le plus souvent anténatal."
"Quels sont les quatre stades de Cendron et Valayer du SJPU ?","Stade I : dilatation limitée au bassinet. Stade II : dilatation pyélo-calicielle sans retard de sécrétion. Stade III : calices en boules avec dilatation majeure et retard de sécrétion. Stade IV : rein muet.","Cette classification guide les indications thérapeutiques."
"Quels sont les principes du traitement du SJPU ?","Préserver la fonction rénale. Traitement médical (surveillance ± antibioprophylaxie) ou chirurgical (pyéloplastie ; néphrectomie si fonction < 5 %).","L’indication chirurgicale repose sur un obstacle franc persistant, des infections ou des douleurs."
"Quelle est la définition du reflux vésico-urétéral ?","Remontée à contre-courant des urines vésicales vers les voies excrétrices supérieures.","Il peut être primitif ou secondaire à un obstacle sous-vésical."
"Quelles sont les deux populations principales touchées par le RVU ?","Nourrissons de sexe masculin (souvent graves, hauts grades) et petites filles (souvent bénins, bas grades, associés à des troubles mictionnels).","Le profil évolutif diffère selon l’âge et le sexe."
"Quels sont les grades du RVU selon la cystographie rétrograde ?","Grade I : limité à l’uretère. Grade II : atteint les cavités sans dilatation. Grade III : dilatation modérée. Grade IV : dilatation importante. Grade V : uretère sinueux.","La cystographie rétrograde est l’examen de référence pour le diagnostic et le grading."
"Qu’est-ce que la néphropathie du reflux ?","Lésions parenchymateuses (pyélonéphrite chronique acquise + dysplasie congénitale) aboutissant à un petit rein atrophique et pouvant évoluer vers l’insuffisance rénale.","L’infection est un facteur d’aggravation majeur."
"Quels sont les principes du traitement du RVU ?","Éviter les infections urinaires hautes. Traitement médical (antibiothérapie ± prophylaxie, traitement de la vessie immature) ou chirurgical (réimplantation selon Cohen ou injection endoscopique de Deflux).","Le traitement de l’obstacle sous-vésical, s’il existe, doit toujours précéder le traitement du reflux."
