"question","answer","explanation"
"Quelle est la définition de la crâniosténose ?","Fermeture (synostose) prématurée d’une ou plusieurs sutures crâniennes de la voûte, entraînant une déformation du squelette crânien.","Il n’y a pas de pathologie primaire des fontanelles."
"Quels sont les deux intérêts majeurs de la crâniosténose ?","Morphologique (dysmorphie crânio-faciale avec retentissement esthétique et psychologique) et fonctionnel (conflit de croissance crâne-encéphale → HTIC chronique avec retentissement mental et visuel).","Le traitement vise les deux aspects."
"Quelle est la fréquence approximative de la crâniosténose ?","Environ 1 naissance sur 2000 (données françaises) ; rare et mal connue à Madagascar.","C’est une pathologie relativement rare."
"Quelles sont les principales sutures de la voûte crânienne du nouveau-né ?","Métopique (médio-frontale), interpariétale (les deux forment la suture sagittale), coronale (fronto-pariétale), lambdoïde (pariéto-occipitale) et squameuses (temporo-pariétales).","Leur fermeture prématurée définit le type de crâniosténose."
"Quel est le mécanisme physiopathologique de la crâniosténose ?","Processus primitivement osseux (absence de suture) alors que la croissance encéphalique est normale, aboutissant à une déformation et éventuellement à une HTIC.","Le cerveau continue de croître dans une boîte fermée trop tôt."
"Quels sont les principaux types de crâniosténose selon la suture atteinte ?","Scaphocéphalie (sagittale), trigonocéphalie (métopique), plagiocéphalie antérieure (coronale unilatérale), brachycéphalie (coronales bilatérales), oxycéphalie (plusieurs sutures) et formes syndromiques.","Chaque type donne une déformation caractéristique."
"Comment pose-t-on le diagnostic de crâniosténose ?","Clinique (déformation caractéristique du crâne) + imagerie (radiographies, scanner 3D) pour confirmer la synostose et planifier le traitement.","Le diagnostic positif est avant tout clinique."
"Quel est le principe du traitement chirurgical de la crâniosténose ?","Chirurgie précoce (idéalement vers 6-8 mois) : craniotomie simple ou étendue, ou mieux reconstruction crânio-faciale pour corriger à la fois l’HTIC et la dysmorphie.","La chirurgie traditionnelle traite surtout l’HTIC ; la crânio-faciale corrige aussi l’esthétique."
"Quelles sont les principales complications du traitement chirurgical ?","Hémorragie per-opératoire (risque majeur chez le nourrisson), infection, complications ophtalmologiques, défaut de ré-ossification et récidive.","L’hémorragie est le facteur de mortalité principal (environ 0,1 %)."
"Quels facteurs de mauvais pronostic existent dans la crâniosténose ?","Formes syndromiques, oxycéphalie, retard diagnostique et thérapeutique, épilepsie associée et complications hémorragiques.","Les formes simples ont un meilleur résultat esthétique et fonctionnel."
