"question","answer","explanation"
"Quelle est la définition de la cholécystite aiguë ?","Inflammation aiguë de la paroi vésiculaire, liée à une lithiase dans plus de 90 % des cas.","C’est une complication infectieuse locale de la lithiase biliaire."
"Quel est le mécanisme physiopathologique principal de la cholécystite aiguë ?","Obstruction du canal cystique par un calcul ou par une réaction œdémateuse.","Le facteur infectieux devient plus important après plusieurs jours."
"Quels sont les stades anatomopathologiques de la cholécystite aiguë ?","Cholécystite catarrhale, cholécystite suppurée et cholécystite gangréneuse.","La forme gangréneuse s’accompagne de signes toxiques graves."
"Quelle est la crise typique de cholécystite aiguë ?","Début brutal : douleur de l’hypochondre droit type colique hépatique avec inhibition respiratoire, nausées/vomissements, fièvre 38-39 °C, défense sous-costale droite et signe de Murphy positif.","L’état général reste le plus souvent conservé."
"Quels sont les signes biologiques de la cholécystite aiguë ?","Hyperleucocytose à polynucléaires et CRP élevée ; les tests hépatiques sont normaux ou peu perturbés.","Une cholestase franche doit faire chercher un calcul cholédocien associé."
"Quels sont les signes échographiques de la cholécystite aiguë ?","Épaississement de la paroi vésiculaire > 3 mm (parfois dédoublée), calcul avec cône d’ombre, vésicule distendue.","Les voies biliaires intra- et extra-hépatiques sont normales en l’absence de lithiase cholédocienne."
"Quels sont les principaux diagnostics différentiels d’une cholécystite aiguë typique ?","Appendicite sous-hépatique, pancréatite aiguë, ulcère perforé, colique néphrétique droite, hépatite alcoolique aiguë, syndrome de Fitz-Hugh-Curtis et pneumopathie de la base droite.","L’échographie et le scanner aident à les écarter."
"Quel est le traitement médical initial d’une cholécystite aiguë ?","À jeun, perfusion, correction hydro-électrolytique, antalgiques et antibiotiques à bonne diffusion biliaire (C3G type ceftriaxone ou ciprofloxacine).","Les germes habituels sont E. coli, Klebsiella, Enterococcus, Bacteroides et Pseudomonas."
"Quel est le traitement chirurgical idéal de la cholécystite aiguë ?","Cholécystectomie précoce (idéalement dans les 72 h), de préférence par laparoscopie, avec cholangiographie peropératoire.","Chez le sujet très âgé ou à haut risque, une cholécystostomie peut être un geste de sauvetage temporaire."
"Quelle est la définition de la cholécystite aiguë ?","Inflammation aiguë de la paroi vésiculaire, liée à une lithiase dans plus de 90 % des cas.","C’est une complication infectieuse locale de la lithiase biliaire."
"Quelle est la physiopathologie de la cholécystite aiguë ?","Obstruction du canal cystique par un calcul ou par un œdème, entraînant une inflammation. Le facteur infectieux devient prédominant après plusieurs jours.","L’atteinte peut être catarrhale, suppurée ou gangréneuse."
"Quels sont les signes cliniques de la cholécystite aiguë typique ?","Début brutal : douleur de l’hypochondre droit type colique hépatique avec inhibition respiratoire, nausées/vomissements, fièvre à 38-39 °C, défense sous-costale droite, signe de Murphy positif. L’état général reste conservé.","Le reste de l’abdomen est souple et indolore."
"Quels sont les signes paracliniques de la cholécystite aiguë ?","Hyperleucocytose à polynucléaires, CRP élevée, tests hépatiques normaux ou peu perturbés. Échographie : épaississement de la paroi vésiculaire > 3 mm, parfois dédoublée, calcul avec cône d’ombre.","L’échographie est l’examen clé du diagnostic positif."
"Quels sont les diagnostics différentiels principaux de la cholécystite aiguë ?","Appendicite sous-hépatique, pancréatite aiguë, ulcère perforé, colique néphrétique droite, hépatite alcoolique aiguë, syndrome de Fitz-Hugh-Curtis, pneumopathie de la base droite.","Ces diagnostics doivent être éliminés devant une douleur de l’hypochondre droit fébrile."
"Quels sont les principes du traitement de la cholécystite aiguë ?","Traitement médical initial (à jeun, perfusion, antalgiques, antibiotiques à bonne diffusion biliaire : ceftriaxone ou ciprofloxacine) puis cholécystectomie précoce (idéalement dans les 72 h), de préférence par laparoscopie, avec cholangiographie peropératoire.","Chez le patient très âgé ou fragile, une cholécystostomie peut être proposée temporairement."
