"question","answer","explanation"
"Quels sont les objectifs pédagogiques de la détresse respiratoire du nourrisson et de l’enfant ?","Poser le diagnostic positif et de gravité, citer les étiologies et énoncer les principes du traitement.","Ces objectifs séparent clairement le diagnostic de gravité et l’orientation étiologique."
"Comment pose-t-on le diagnostic positif d’une détresse respiratoire ?","Cliniquement : modification du rythme respiratoire (polypnée ou bradypnée) + signes de lutte (battement des ailes du nez, tirages).","Le score de Silverman ne s’applique qu’au nouveau-né."
"Quels sont les signes de mauvaise tolérance d’une détresse respiratoire ?","Polypnée > 60/min, signes d’épuisement (bradypnée, irrégularité, apnée), signes d’hypoxie (cyanose, agitation, troubles de conscience) et signes d’hypercapnie (sueurs, tachycardie, HTA).","Ces signes imposent une prise en charge urgente."
"Comment le temps de la dyspnée oriente-t-il le niveau d’obstruction ?","Dyspnée inspiratoire → obstruction des voies aériennes supérieures. Dyspnée aux deux temps → obstruction trachéale. Dyspnée expiratoire → obstruction des voies aériennes inférieures.","Cette distinction est fondamentale pour l’orientation étiologique."
"Quelles sont les principales causes de dyspnée inspiratoire (obstruction haute) ?","Nasale (rhinopharyngite, atrésie des choanes), pharyngée (abcès, SAOS), laryngée (laryngite sous-glottique, épiglottite, corps étranger).","Le corps étranger survient typiquement après 6 mois de façon brutale et apyrétique."
"Quelles sont les principales causes de dyspnée expiratoire (obstruction basse) ?","Bronchiolite (< 12 mois), asthme, corps étranger.","La bronchiolite et l’asthme sont les plus fréquentes."
"Quelles sont les causes non obstructives de détresse respiratoire ?","Atteintes mécaniques (plèvre, paroi, muscles), parenchymateuses (pneumopathies), et causes extra-pulmonaires (insuffisance cardiaque, anémie aiguë, acidose métabolique de Kussmaul).","Il ne faut jamais oublier les causes extra-respiratoires."
"Quels sont les principes du traitement symptomatique d’une détresse respiratoire ?","Désobstruction des voies aériennes, position demi-assise ou proclive, oxygénothérapie adaptée à la SpO2, apport hydrique et calorique adapté (fractionnement ou SNG), surveillance rapprochée.","Le traitement étiologique s’ajoute dès que la cause est identifiée."
"Quels terrains à risque majorent la gravité d’une détresse respiratoire ?","Prématurité, cardiopathie ou maladie respiratoire sous-jacente, drépanocytose, immunodépression.","Ces terrains imposent une surveillance plus stricte et souvent une hospitalisation."
"Quel est le message clé de conclusion ?","La détresse respiratoire est une situation fréquente et angoissante ; il faut reconnaître les signes de gravité, instituer un traitement symptomatique d’urgence et traiter la cause.","Le diagnostic de gravité prime toujours sur le diagnostic étiologique."
